Payment_ID,Loan_ID,Payment_date,Payment_Amount,Late_Payment,Payment_Method,Remaining_Balance,Interest_Paid,Principal_Paid,Fees_Charged
351,47196,2022-10-29 0:00,2688,No,Bank Transfer,2696,334.82,2289,24.03
352,18446,2020-06-07 0:00,1252,No,Check,149694,415.55,905,67.17
353,7317,2024-03-14 0:00,751,No,Bank Transfer,37739,274.41,1717,74.8
354,37324,2024-04-13 0:00,4881,No,Credit Card,60258,458.67,769,48.34
355,34832,2024-07-28 0:00,1876,No,Check,0,289.78,2260,44.39
356,44049,2023-11-10 0:00,2811,Yes,Credit Card,43154,492.78,1297,97.15
357,6962,2020-10-11 0:00,738,No,Credit Card,0,499.92,1353,63.48
358,29584,2019-11-22 0:00,3011,Yes,Cash,198626,293.88,1730,12.68
359,48967,2020-01-14 0:00,4618,No,Cash,192379,434.1,2652,4.81
360,5475,2022-01-21 0:00,1774,Yes,Check,124204,237.49,740,84.08
361,39108,2023-11-18 0:00,4377,No,Bank Transfer,2594,390.84,2363,70.2
362,31165,2023-02-17 0:00,1813,No,Check,138727,492.68,391,73.36
363,5741,2021-01-22 0:00,3916,No,Bank Transfer,0,391.01,880,23.44
364,20849,2024-08-10 0:00,2357,No,Check,6876,309.78,2116,49.86
365,27811,2023-06-07 0:00,3138,No,Cash,0,231.64,2200,72.44
366,30821,2020-11-09 0:00,2464,No,Check,71028,396.22,467,46.47
367,23353,2025-02-24 0:00,3883,No,Bank Transfer,0,340.62,1258,77.34
368,19626,2021-08-08 0:00,2072,No,Credit Card,123274,433.69,1483,62.47
369,40023,2021-03-14 0:00,2457,No,Bank Transfer,0,339.85,1558,83.01
370,10015,2022-01-04 0:00,3755,No,Cash,36516,115.97,1142,42.2
371,15805,2019-08-01 0:00,1341,No,Credit Card,0,122.82,2145,15.7
372,26934,2021-07-03 0:00,2523,No,Cash,80603,112.19,2170,95.26
373,6947,2021-04-04 0:00,3314,No,Bank Transfer,0,434.06,244,87.39
374,31715,2020-01-18 0:00,1874,No,Cash,0,104.15,332,31.4
375,5284,2024-07-21 0:00,3336,No,Check,0,287.01,2379,85.91
376,47810,2021-09-10 0:00,891,No,Credit Card,0,96.25,2924,16.58
377,10577,2022-09-13 0:00,1675,No,Credit Card,20720,315.16,851,5.5
378,28137,2020-05-22 0:00,1164,No,Cash,0,210.59,2595,4.05
379,35479,2019-11-22 0:00,4765,No,Check,0,235.61,616,90.05
380,13780,2020-06-14 0:00,3003,No,Credit Card,0,285.34,1137,29.18
381,21068,2022-05-15 0:00,1364,No,Cash,148732,152.67,1954,59.02
382,14164,2022-03-02 0:00,660,No,Check,86763,180.37,2315,67.08
383,32832,2023-10-11 0:00,4312,No,Cash,66126,176.1,652,83.98
384,25046,2020-11-29 0:00,4537,No,Bank Transfer,72947,114.01,1799,26.36
385,40955,2021-12-14 0:00,3530,No,Credit Card,0,469.27,1888,8.24
386,44247,2022-11-30 0:00,1907,No,Check,28958,341.94,1544,98.45
387,16998,2022-10-25 0:00,1573,Yes,Bank Transfer,58383,297.88,1264,45.25
388,8215,2021-07-09 0:00,4100,No,Check,165823,444.45,786,73.02
389,26722,2021-05-03 0:00,2758,Yes,Bank Transfer,94255,89.14,544,20.48
390,48106,2021-07-25 0:00,4626,No,Bank Transfer,0,432.18,1022,36.83
391,29691,2024-01-21 0:00,2590,No,Bank Transfer,26846,438.38,738,36.63
392,47145,2022-07-14 0:00,749,No,Bank Transfer,0,427.99,258,68.03
393,31693,2019-08-14 0:00,3904,No,Check,0,430.19,382,86.84
394,33367,2024-10-23 0:00,1169,No,Credit Card,0,234.29,2610,52.65
395,40316,2022-07-20 0:00,1640,No,Check,0,494.75,1667,51.37
396,33421,2020-01-17 0:00,1076,No,Check,0,306.62,2072,26.6
397,700,2020-06-12 0:00,,No,Credit Card,193010,423.03,925,80.68
398,11501,2022-03-01 0:00,4652,No,Credit Card,0,99.27,2084,45.46
399,126,2019-04-10 0:00,2008,No,Cash,0,423.06,471,94.59
400,12631,2020-11-25 0:00,3800,Yes,Credit Card,95259,423.63,682,69.35
401,38773,2024-04-28 0:00,3155,No,Bank Transfer,117301,220.35,1432,69.05
402,3145,2021-02-14 0:00,1230,Yes,Check,3619,290.27,1589,62.18
403,40306,2020-04-07 0:00,4742,No,Check,129940,116.16,1565,38.43
404,13036,2021-10-03 0:00,3528,No,Cash,0,429.56,820,74.04
405,17744,2019-03-10 0:00,2876,Yes,Cash,8944,231.67,1037,57.96
406,12363,2021-07-06 0:00,2573,Yes,Bank Transfer,93985,109.32,784,54.4
407,31220,2020-01-26 0:00,1467,No,Credit Card,0,225.19,2655,5.8
408,18835,2023-04-07 0:00,1489,No,Cash,152018,412.75,2494,93.65
409,3968,2023-03-16 0:00,4174,No,Credit Card,0,198.56,2297,77.89
410,6198,2022-09-28 0:00,3634,No,Cash,23395,468.74,395,79.16
411,17013,2020-08-09 0:00,2774,No,Bank Transfer,90678,303.6,798,15.02
412,39198,2023-08-16 0:00,1242,No,Credit Card,59437,202.96,2408,6.43
413,4200,2022-03-27 0:00,4623,No,Credit Card,0,248.41,585,63.93
414,28678,2023-03-26 0:00,3311,No,Check,78413,87.87,394,40.97
415,11161,2021-05-06 0:00,2020,No,Check,89580,286.83,2549,43.22
416,32845,2019-03-09 0:00,3959,No,Bank Transfer,108190,467.94,984,15.75
417,20716,2019-05-03 0:00,4361,No,Credit Card,39759,61.36,300,96.9
418,27591,2020-04-11 0:00,3862,No,Credit Card,107259,474.77,2546,85.69
419,6953,2024-08-13 0:00,841,No,Cash,0,259.95,335,19.67
420,44120,2019-05-18 0:00,1287,No,Bank Transfer,0,225.87,1759,75.02
421,41008,2022-08-23 0:00,1332,No,Check,0,384.22,1661,41.13
422,48966,2023-01-11 0:00,4354,No,Check,0,193.41,798,26.65
423,42328,2022-06-17 0:00,3510,No,Cash,149527,359.72,466,28.81
424,28748,2019-10-05 0:00,4516,Yes,Check,137416,396.99,1642,41.71
425,35518,2023-02-09 0:00,4491,No,Bank Transfer,0,452.23,2352,34.99
426,10293,2022-05-28 0:00,575,No,Cash,117501,68.51,1929,99.69
427,48598,2019-11-23 0:00,3579,No,Cash,30261,173.41,2250,11.35
428,21003,2021-11-02 0:00,1138,No,Bank Transfer,0,199.82,802,63.53
429,27330,2021-09-07 0:00,1928,No,Bank Transfer,40396,189.67,1786,48.41
430,25839,2019-02-05 0:00,570,No,Check,24631,380.85,618,52.36
431,42753,2020-05-07 0:00,4229,No,Check,0,382.78,617,32.83
432,34963,2020-11-16 0:00,2202,No,Bank Transfer,59864,205.85,1409,57.39
433,30497,2020-12-27 0:00,4046,No,Check,3198,290.64,1592,4.8
434,20678,2020-07-06 0:00,4661,No,Cash,167825,277.56,2737,42.61
435,26451,2022-12-12 0:00,4808,Yes,Check,57075,132.06,1899,4.25
436,12270,2023-05-15 0:00,2511,No,Bank Transfer,86814,206.59,1107,68.23
437,13032,2024-02-22 0:00,1498,No,Check,37217,407.97,2376,53
438,25235,2020-02-12 0:00,820,Yes,Bank Transfer,134941,354.07,2522,69.44
439,47435,2021-02-24 0:00,2203,No,Bank Transfer,0,60.17,1711,29.34
440,21653,2021-04-12 0:00,2438,No,Bank Transfer,112625,85.58,2000,93.5
441,29773,2019-07-09 0:00,1792,No,Check,20198,354.36,814,89.5
442,46570,2024-02-03 0:00,3326,No,Bank Transfer,162020,123.74,1389,66.79
443,12408,2023-05-26 0:00,3170,No,Check,111284,478.9,2415,30.09
444,31882,2025-03-05 0:00,1240,No,Credit Card,0,59.28,1596,42.14
445,28155,2022-09-27 0:00,2625,No,Credit Card,22271,397.8,1656,6.59
446,40307,2022-04-25 0:00,4403,No,Check,0,436.78,2356,40.29
447,46719,2022-02-13 0:00,2390,Yes,Credit Card,0,372.05,1517,80.31
448,4825,2020-05-08 0:00,846,Yes,Check,0,198.29,759,98.86
449,43303,2023-04-06 0:00,523,No,Check,156593,298.52,481,5.79
450,36559,2021-07-20 0:00,3688,Yes,Credit Card,38542,238.86,204,19.24
451,35957,2022-04-27 0:00,1212,No,Check,153097,325.41,376,89.78
452,45709,2022-06-28 0:00,4066,No,Credit Card,0,288.86,2378,90.77
453,11927,2021-09-29 0:00,1311,No,Cash,3636,334.91,2331,35.86
454,9799,2020-12-05 0:00,1943,No,Bank Transfer,90729,200.67,1973,34.58
455,32357,2019-07-16 0:00,2509,Yes,Credit Card,152157,355.05,238,67.67
456,18876,2020-02-01 0:00,2790,No,Credit Card,34954,153.35,723,49.82
457,38766,2024-12-06 0:00,1090,No,Bank Transfer,169271,397.53,1589,61.35
458,47176,2022-01-11 0:00,2508,Yes,Check,0,131.33,1738,16.11
459,49926,2023-11-07 0:00,1390,No,Cash,0,408.95,2147,81.72
460,24044,2019-03-14 0:00,3962,No,Check,8051,170.2,2839,17.66
461,31310,2019-01-31 0:00,1968,No,Credit Card,27648,285.66,1967,70.41
462,20277,2021-10-28 0:00,1033,Yes,Cash,152609,61.33,468,51.18
463,28326,2024-07-03 0:00,4959,Yes,Bank Transfer,0,226.06,1422,52.1
464,6617,2021-07-29 0:00,2691,No,Check,0,175.3,282,2.56
465,2791,2020-04-26 0:00,2992,Yes,Check,78781,431.04,331,58.9
466,23627,2019-11-05 0:00,1072,No,Cash,193241,312.34,1122,22.77
467,38907,2023-10-26 0:00,1364,Yes,Cash,0,302.78,1414,90.07
468,6610,2023-05-24 0:00,2430,No,Cash,0,213.02,2372,53.57
469,25390,2022-10-07 0:00,2259,No,Credit Card,117955,399.37,2395,25.31
470,22418,,1523,No,Credit Card,40145,256.52,180,57.02
471,26306,2019-02-26 0:00,4568,No,Bank Transfer,7454,252.2,146,29.44
472,1989,2023-10-23 0:00,2419,No,Cash,0,78.1,2323,5.31
473,39473,2024-10-28 0:00,2288,Yes,Credit Card,0,223.84,623,60.99
474,31984,2019-05-21 0:00,3488,No,Bank Transfer,0,483.22,2950,52.51
475,23646,2021-01-10 0:00,4090,Yes,Credit Card,0,203.23,714,20.64
476,23967,2022-12-11 0:00,581,No,Bank Transfer,0,230.2,717,5.77
477,3809,2021-07-25 0:00,4952,No,Cash,126208,162.74,1182,13.56
478,33725,2019-02-13 0:00,1552,No,Check,160579,404.4,2207,1.95
479,45320,2021-09-01 0:00,2740,No,Credit Card,0,206.63,485,37.05
480,37770,2024-06-06 0:00,4126,No,Bank Transfer,141397,91.49,2518,11.37
481,20120,2022-02-10 0:00,3542,No,Bank Transfer,139580,359.1,2053,15.58
482,98,2024-02-23 0:00,1872,No,Check,0,158.49,806,90.15
483,24960,2023-08-06 0:00,2881,No,Cash,0,215.45,2437,56.22
484,16347,2023-09-28 0:00,2196,No,Credit Card,111151,100.26,1173,49.49
485,2272,2021-07-29 0:00,4292,No,Cash,0,236.79,127,25.66
486,38618,2021-03-15 0:00,2279,No,Cash,19874,122.73,321,23.5
487,29672,2019-06-24 0:00,773,No,Check,87895,436.46,706,18.26
488,19075,2019-11-14 0:00,3628,No,Cash,174673,385.69,2012,85.9
489,647,2024-05-16 0:00,3311,No,Bank Transfer,0,414.67,2405,4.04
490,25988,2024-05-18 0:00,1270,Yes,Check,137326,87.82,2331,3.34
491,39094,2024-10-12 0:00,638,No,Cash,0,403.69,2846,98.45
492,38314,2021-12-29 0:00,3575,Yes,Credit Card,0,317.79,2365,49.02
493,37196,2023-08-18 0:00,638,No,Cash,46833,237.53,2766,50.04
494,7111,2022-09-12 0:00,3758,No,Credit Card,17846,346.29,194,13.41
495,15538,2021-11-10 0:00,2976,No,Check,51808,56.15,1579,76.6
496,21030,2023-07-27 0:00,2276,No,Check,21258,182.81,1243,8.11
497,37187,2021-12-18 0:00,4044,No,Bank Transfer,0,81.03,685,86.53
498,45559,2020-12-15 0:00,1065,No,Check,34100,269.59,1467,22.55
499,30926,2024-11-07 0:00,2879,No,Cash,109019,445.02,268,32.04
500,18338,2020-12-07 0:00,2138,Yes,Check,146597,93.74,1797,36.01
501,3569,2024-04-17 0:00,2606,No,Check,0,456.77,972,68.74
502,49727,2024-10-14 0:00,2002,No,Cash,0,499.01,2286,96.57
503,14263,2022-04-13 0:00,1468,No,Credit Card,197699,388.99,2141,66.76
504,32455,2023-12-27 0:00,1446,No,Cash,134391,103.75,1095,52.02
505,2717,2022-12-12 0:00,1756,No,Cash,24460,221.63,1621,82.95
506,38329,2023-06-04 0:00,1706,No,Credit Card,184150,376.55,2360,73.31
507,45825,2023-08-05 0:00,2526,No,Bank Transfer,111269,487.41,2231,4.45
508,16357,2020-12-08 0:00,,No,Credit Card,116660,204.15,925,61.45
509,21935,2024-11-07 0:00,2142,Yes,Bank Transfer,126002,113.63,766,23.01
510,12824,2020-07-12 0:00,1463,Yes,Check,53213,87.54,752,15.11
511,24365,2024-05-25 0:00,4507,No,Cash,40840,289.96,2664,53.27
512,47312,2023-09-26 0:00,,No,Bank Transfer,0,435.02,2592,45.71
513,32239,2021-12-19 0:00,1237,No,Cash,0,93.66,2863,60.76
514,29666,2025-02-02 0:00,4662,No,Check,126251,389.01,2112,50.5
515,28130,2024-06-21 0:00,4181,Yes,Cash,0,372.43,434,30.11
516,47094,2022-06-25 0:00,2378,Yes,Cash,13844,409.89,2248,68.21
517,30627,2023-09-17 0:00,1287,No,Credit Card,104835,391.62,1323,37.85
518,43272,,4542,No,Bank Transfer,190381,257.81,919,81.16
519,45550,2023-09-12 0:00,1718,No,Credit Card,124280,69,2088,63.06
520,30248,2022-01-01 0:00,4465,Yes,Cash,16245,154.85,1191,24.6
521,3447,2021-12-08 0:00,1111,Yes,Credit Card,113810,450.29,2601,28.6
522,48540,2021-07-29 0:00,1320,No,Bank Transfer,0,345.03,1109,75.11
523,19272,2019-05-28 0:00,896,No,Check,154735,296.14,312,21.06
524,8875,2023-04-11 0:00,2529,No,Cash,166767,252.95,2847,60.7
525,36329,2022-05-23 0:00,1606,Yes,Check,0,63.28,2029,20.3
526,40492,2019-10-07 0:00,2224,No,Credit Card,26285,218.36,317,44.3
527,18560,2022-12-14 0:00,3933,Yes,Bank Transfer,58334,394.94,976,25.69
528,6006,2023-09-27 0:00,4260,No,Check,0,134.97,2292,29.77
529,9004,2023-03-07 0:00,1947,No,Bank Transfer,0,54.04,1599,66.79
530,42164,2021-11-20 0:00,1604,No,Cash,66689,348.87,1787,28.5
531,34534,2023-06-19 0:00,3384,Yes,Cash,133632,286.04,2303,10.59
532,12164,2024-05-04 0:00,4281,No,Check,137913,417.03,1206,39.8
533,42682,2020-01-20 0:00,3893,No,Credit Card,0,162.51,2259,35.68
534,29941,2019-01-01 0:00,3113,No,Cash,16608,135.7,1042,30.15
535,1086,2021-04-12 0:00,993,No,Credit Card,138618,83.05,852,52.66
536,43605,2020-04-20 0:00,4873,No,Bank Transfer,33565,60.41,958,45.4
537,31415,2022-05-12 0:00,3826,No,Bank Transfer,146358,134.08,556,34
538,38987,2020-02-21 0:00,3499,No,Cash,80569,349.3,1381,24.39
539,36131,2020-02-02 0:00,2251,No,Check,76304,371.96,1136,76.92
540,32129,2019-11-01 0:00,2118,No,Check,0,455.72,527,6.97
541,41063,2019-09-19 0:00,2386,No,Credit Card,134778,485.15,1403,9.97
542,22758,2020-10-06 0:00,4339,No,Credit Card,74267,74.01,260,32.55
543,31244,2021-01-10 0:00,3909,No,Bank Transfer,0,411.49,1423,37.58
544,5300,2023-01-08 0:00,2303,No,Cash,0,392.62,536,61.68
545,22837,2019-03-03 0:00,1983,No,Check,142695,494.88,1707,35.74
546,28708,2021-06-03 0:00,2346,No,Credit Card,84272,179.54,2037,7.21
547,24870,2023-01-04 0:00,4649,No,Credit Card,113283,474.78,1546,81.58
548,28652,2022-02-16 0:00,4030,No,Bank Transfer,143234,453.11,661,4.55
549,24041,2019-11-11 0:00,1948,No,Cash,76092,207.33,2876,94.55
550,16153,2020-11-05 0:00,4044,No,Bank Transfer,84873,377.98,1896,87.79
551,16315,2024-06-08 0:00,3811,No,Bank Transfer,0,372.1,2876,41.81
552,18928,2023-10-24 0:00,2876,No,Check,67176,489.83,1137,85.21
553,35964,2022-05-14 0:00,1678,No,Bank Transfer,23385,88.01,219,19.77
554,27543,2024-06-23 0:00,3180,No,Bank Transfer,175560,165.12,432,78.83
555,16624,,1402,No,Check,17818,58.38,2388,33.46
556,19043,2022-09-28 0:00,1407,No,Check,191425,148.25,909,65.72
557,33055,2023-01-08 0:00,,No,Credit Card,0,242.4,1241,2.86
558,49695,2020-10-14 0:00,4261,No,Bank Transfer,0,137.07,1328,9.04
559,27145,2022-08-13 0:00,1865,No,Check,136634,219.63,2050,89.18
560,23976,2025-02-09 0:00,609,No,Check,102506,331.82,2887,2.48
561,37079,2023-04-06 0:00,2371,No,Check,74445,124.93,173,64.45
562,27511,2025-01-22 0:00,1585,No,Cash,8460,407.99,973,62.38
563,21492,2024-09-21 0:00,1347,No,Credit Card,23418,349.07,1745,1.35
564,12870,2019-11-22 0:00,4919,Yes,Credit Card,84352,370.02,314,7.26
565,48650,2020-05-16 0:00,2999,No,Cash,0,464.65,2033,74.8
566,10262,2021-06-07 0:00,4914,No,Cash,0,94.02,846,28.98
567,43171,2019-10-20 0:00,1486,Yes,Bank Transfer,25750,349.84,2404,13.96
568,955,2019-03-13 0:00,596,No,Credit Card,0,300.08,1176,5.71
569,38653,2020-07-07 0:00,2938,Yes,Credit Card,0,284.12,551,34.3
570,43630,2023-08-03 0:00,2880,Yes,Check,57425,176.53,1973,44.79
571,17455,2024-05-15 0:00,3724,No,Check,126854,234.71,256,15.96
572,47151,2020-11-03 0:00,,No,Cash,0,405.13,2601,3.14
573,17548,2019-02-13 0:00,2684,No,Credit Card,0,362.76,1080,56.62
574,186,2019-08-17 0:00,3734,No,Bank Transfer,0,449.93,1332,25.06
575,24199,2020-05-08 0:00,1277,No,Check,141291,470.95,178,66.95
576,19571,2019-01-24 0:00,4715,No,Credit Card,59290,406.19,248,38.14
577,17035,2023-11-13 0:00,3251,No,Cash,191097,389.3,1474,71.42
578,5996,2021-12-13 0:00,4499,No,Credit Card,182164,163.65,2727,64.13
579,5557,2025-02-06 0:00,2197,No,Bank Transfer,0,187.91,1365,66.32
580,41974,2023-10-06 0:00,4447,Yes,Credit Card,199806,130.1,2686,60.68
581,27200,2023-11-29 0:00,2622,No,Bank Transfer,159337,418.09,1645,44.03
582,1817,2019-08-23 0:00,2246,Yes,Credit Card,0,161.72,1754,36.36
583,44050,2021-12-22 0:00,4297,No,Bank Transfer,0,66.34,709,13.29
584,4822,2024-01-15 0:00,1386,No,Cash,99283,183.54,366,57.59
585,9236,2022-05-29 0:00,3861,No,Check,72283,412.2,1646,56.2
586,49478,2024-11-16 0:00,3529,No,Check,185057,251.78,2851,25.44
587,30421,2021-03-10 0:00,3346,No,Check,0,157.36,2525,71.81
588,37210,2022-10-08 0:00,3005,No,Cash,0,187.92,141,8.52
589,29446,2022-12-21 0:00,4351,No,Bank Transfer,143980,169.78,997,2.59
590,13403,2019-06-19 0:00,4029,No,Check,148687,266.54,901,16.38
591,45057,2021-06-25 0:00,3330,No,Cash,138287,296.06,2638,48.53
592,18902,2023-05-20 0:00,2305,No,Check,182200,468.7,873,80.56
593,27597,2024-04-30 0:00,2520,No,Bank Transfer,25650,107.71,2198,15
594,39694,2020-12-28 0:00,1514,No,Cash,0,485.99,1466,50.19
595,22162,2024-07-25 0:00,573,Yes,Credit Card,0,344.97,223,5.48
596,35025,2019-04-27 0:00,2027,No,Credit Card,0,301.49,2371,3.52
597,46435,2024-11-29 0:00,898,No,Cash,67181,401.3,2434,29.02
598,8236,2023-06-12 0:00,1413,No,Credit Card,97998,249.65,1824,5.17
599,36283,2021-04-27 0:00,4570,No,Bank Transfer,68774,345.14,2047,14.39
600,22150,2023-07-06 0:00,520,No,Check,161697,251.03,2600,78.74
601,868,2023-08-11 0:00,4475,No,Check,0,106.71,2040,66.92
602,19574,2019-03-21 0:00,2179,No,Cash,139797,52.35,1483,35.82
603,37001,2019-12-27 0:00,2255,No,Check,0,90.74,2183,89
604,37347,2021-03-25 0:00,1287,No,Check,105910,349.87,2585,23.47
605,49436,2024-04-27 0:00,2383,No,Check,78798,71.35,828,47.11
606,31743,2022-11-25 0:00,4879,No,Bank Transfer,0,55.98,2140,0.25
607,46877,2023-03-19 0:00,3189,Yes,Check,80422,312.32,764,52.58
608,21296,2020-09-12 0:00,2542,No,Check,36050,372.83,570,41.79
609,39230,2019-06-08 0:00,2593,No,Credit Card,0,390.64,422,64.37
610,12556,2023-01-28 0:00,1737,Yes,Cash,111218,195.77,1753,84.32
611,41,2020-03-10 0:00,1077,No,Cash,0,161.53,2122,11.06
612,20527,2024-05-09 0:00,3836,No,Bank Transfer,21133,97.51,2936,76.4
613,7918,2020-04-07 0:00,3680,No,Check,0,80.03,142,31.33
614,11519,2019-08-26 0:00,1810,No,Check,113419,174.07,2064,89.84
615,24814,2024-07-24 0:00,4671,No,Bank Transfer,170161,55.76,724,55.36
616,30632,2019-06-02 0:00,2664,No,Cash,167745,74.4,843,82.63
617,26963,2021-08-11 0:00,3015,Yes,Check,0,94.41,302,61.17
618,4532,2022-11-24 0:00,2054,No,Cash,0,61.68,1761,86.09
619,207,2024-06-16 0:00,3972,Yes,Bank Transfer,85480,414.23,351,35.02
620,34116,2024-07-15 0:00,2980,No,Credit Card,18853,137.48,2841,60.36
621,19617,2020-05-14 0:00,1850,No,Cash,62192,305.25,1039,92.13
622,18730,2025-01-06 0:00,4375,No,Bank Transfer,86039,241.74,2142,43.67
623,11666,2019-06-19 0:00,1448,No,Credit Card,127970,316.59,2098,63.3
624,2450,2024-12-06 0:00,4694,No,Credit Card,162655,438.51,487,46.19
625,5237,2023-09-29 0:00,4041,No,Credit Card,97270,470.66,722,83.44
626,20263,2020-03-04 0:00,3499,No,Check,97502,104.72,1196,2.24
627,14954,2024-01-26 0:00,3331,No,Check,190712,139.08,2192,29.58
628,22090,2024-06-11 0:00,1200,No,Bank Transfer,187974,327.68,1304,69.09
629,45586,2023-08-22 0:00,4957,No,Bank Transfer,0,295.43,530,79.24
630,17717,2021-12-22 0:00,1144,No,Cash,0,97.13,1847,8.38
631,18396,2021-05-22 0:00,4203,No,Bank Transfer,146580,386.23,2140,59.01
632,39343,2023-09-25 0:00,665,No,Credit Card,52893,314.36,880,38.91
633,12758,2021-07-23 0:00,4140,No,Check,146352,134.92,2069,90.05
634,3503,2022-09-05 0:00,2041,No,Cash,101846,210.65,438,66.88
635,34857,2020-09-16 0:00,4670,No,Credit Card,161144,218.83,1488,27.68
636,17812,2019-04-08 0:00,1884,No,Cash,36608,356.16,2813,19.95
637,44982,2022-04-13 0:00,1902,No,Cash,121920,458.43,996,51.52
638,7341,2019-09-15 0:00,1841,Yes,Check,70540,482.37,532,28.48
639,25343,2019-02-07 0:00,1560,No,Cash,11869,406.88,1285,45.84
640,39725,2024-11-04 0:00,2502,No,Check,17111,215.92,1826,5.93
641,19140,2022-09-14 0:00,1835,Yes,Cash,11537,394.45,1242,21
642,42788,2023-10-12 0:00,2533,No,Check,0,101.77,498,99.3
643,7269,2021-04-30 0:00,3863,No,Credit Card,176247,66.03,1938,59.26
644,4230,2023-08-03 0:00,1914,Yes,Credit Card,0,340.03,2820,68.06
645,25453,2021-12-22 0:00,3912,No,Bank Transfer,41961,74.44,333,58.46
646,49736,2020-12-23 0:00,3671,Yes,Cash,0,163.55,1355,16.38
647,10546,2019-02-18 0:00,945,No,Cash,105895,262.4,2053,12.3
648,7533,2021-10-21 0:00,3458,No,Credit Card,159937,259.67,732,12.87
649,18751,2019-10-16 0:00,2525,No,Cash,14699,320.35,1229,56.8
650,9169,2025-02-17 0:00,997,No,Credit Card,166689,492.51,1904,30.05
651,13510,2020-05-07 0:00,4075,No,Bank Transfer,0,292.55,1863,31.8
652,43363,2022-09-21 0:00,2250,No,Bank Transfer,74786,180.5,2666,4.62
653,27412,2021-08-31 0:00,3538,Yes,Bank Transfer,0,152.4,1486,44.86
654,21252,2023-09-23 0:00,4126,Yes,Credit Card,133171,387.12,1727,74.46
655,6129,2021-05-20 0:00,3527,No,Cash,0,290.02,2189,14.7
656,4762,2022-05-29 0:00,795,No,Cash,0,74.75,1717,45.03
657,36793,2023-06-30 0:00,3847,No,Bank Transfer,37797,474.62,2379,29.48
658,38521,2020-07-09 0:00,1477,No,Bank Transfer,29212,398.22,1023,62.43
659,37468,2020-04-19 0:00,3421,No,Bank Transfer,192909,275.96,949,0.1
660,28367,2023-01-08 0:00,1529,No,Check,14064,475.1,400,68.42
661,43218,2024-05-07 0:00,795,No,Bank Transfer,87248,385.52,2582,95.41
662,3056,2024-01-26 0:00,3607,No,Bank Transfer,0,66.34,393,89.44
663,32842,2022-10-24 0:00,3831,Yes,Cash,182204,220.39,827,85.08
664,47938,2020-01-03 0:00,2604,No,Cash,163250,285.95,2387,14.31
665,23268,,1799,No,Cash,181725,77.49,2726,88.72
666,7604,2021-03-07 0:00,1857,No,Bank Transfer,166866,387.43,1487,3.53
667,36315,2021-01-06 0:00,1209,No,Cash,112910,235.37,120,36.82
668,36487,2024-04-28 0:00,1527,No,Bank Transfer,105624,243.3,1961,48.23
669,8943,2025-02-13 0:00,1286,No,Cash,65465,335.42,1933,81.8
670,49329,2022-02-07 0:00,794,No,Check,112881,287.83,2167,30.24
671,19874,2020-11-11 0:00,3686,No,Bank Transfer,77697,330.19,2608,75.42
672,24728,2022-11-24 0:00,3086,No,Credit Card,147860,337.72,1085,50.55
673,21542,2021-01-28 0:00,3070,No,Check,0,84.07,1306,11.94
674,5263,2019-01-15 0:00,1084,No,Bank Transfer,0,102.48,2966,36.35
675,3961,2023-03-14 0:00,1083,Yes,Credit Card,195194,364.07,606,61.82
676,9144,2020-03-07 0:00,4970,No,Check,51116,183.55,2525,9.06
677,36992,2020-05-10 0:00,2414,No,Credit Card,0,490.38,832,85.04
678,1547,2022-08-08 0:00,1757,No,Bank Transfer,0,197.57,1271,78.1
679,14479,2019-10-29 0:00,3908,No,Check,12617,185.13,868,71.16
680,19018,2023-09-25 0:00,4043,Yes,Check,49356,157.32,1757,96.97
681,41091,2023-03-11 0:00,618,No,Cash,0,235.34,1534,82.61
682,45393,2019-05-15 0:00,1622,No,Check,161682,365.48,2622,98.96
683,49512,2023-08-10 0:00,4498,No,Bank Transfer,0,115.3,1698,8.45
